datacoverage,elevation,elevationUnit,id,latitude,longitude,maxdate,mindate,name
0.5,274.9,METERS,GHCND:USC00509144,59.68333,-151.65,1974-01-01,1973-01-01,"THE TICES, AK US"
0.9991,762.9,METERS,GHCND:USC00509146,61.13333,-145.75,1954-01-01,1952-01-01,"THOMPSON PASS, AK US"
0.9992,87.2,METERS,GHCND:USC00509148,55.6918,-132.5246,2020-01-01,2011-01-01,"THORNE BAY, AK US"
0.5319,495.3,METERS,GHCND:USC00509313,63.3337,-143.0372,2017-01-01,1956-01-01,"TOK, AK US"
0.9991,505.4,METERS,GHCND:USC00509314,63.3155,-143.0058,2020-01-01,2012-01-01,"TOK NUMBER 2, AK US"
0.5829,499.9,METERS,GHCND:USC00509315,63.32833,-142.99722,2009-01-01,1998-01-01,"TOK D O T, AK US"
0.3298,481.3,METERS,GHCND:USC00509385,61.651,-145.1702,2014-01-01,1915-01-01,"TONSINA, AK US"
0.9986,110,METERS,GHCND:USC00509396,62.31667,-150.23333,1969-01-01,1968-01-01,"TRAPPERS CREEK, AK US"
0.5,153,METERS,GHCND:USC00509397,62.4,-150.25,1971-01-01,1970-01-01,"TRAPPERS CREEK CAMP, AK US"
0.6996,129.5,METERS,GHCND:USC00509398,62.26222,-150.42278,2007-01-01,1998-01-01,"TRAPPER CREEK 7 SW, AK US"
0.6534,734.9,METERS,GHCND:USC00509410,63.43333,-145.76667,1978-01-01,1953-01-01,"TRIMS CAMP, AK US"
0.8818,99.1,METERS,GHCND:USC00509421,60.55,-150.53333,1987-01-01,1971-01-01,"TRI NAL ACRES, AK US"
0.9991,502.9,METERS,GHCND:USC00509428,61.2,-145.53333,1974-01-01,1972-01-01,"TSAINA LODGE, AK US"
0.7079,19.2,METERS,GHCND:USC00509460,59.43556,-151.41361,2003-01-01,1980-01-01,"TUTKA BAY LAGOON, AK US"
0.8327,184.4,METERS,GHCND:USC00509489,64.86556,-146.95417,2009-01-01,1992-01-01,"TWO RIVERS, AK US"
0.1738,14.9,METERS,GHCND:USC00509494,61.083333,-151.133333,1906-01-01,1884-01-01,"TYONEK, AK US"
0.6667,723,METERS,GHCND:USC00509502,62.51667,-146.7,1971-01-01,1969-01-01,"TYONE LAKE, AK US"
0.6919,14.9,METERS,GHCND:USC00509511,57.71667,-153.31667,1963-01-01,1951-01-01,"UGANIK BAY, AK "
1,6.7,METERS,GHCND:USC00509575,53.88333,-166.53333,1950-01-01,1949-01-01,"UNALASKA, AK US"
0.8603,144.8,METERS,GHCND:USC00509641,64.8569,-147.861,2020-01-01,1906-01-01,"UNIVERSITY EXPERIMENTAL STATION, AK US"
0.4996,18.3,METERS,GHCND:USC00509685,61.1315,-146.2435,2012-01-01,2003-01-01,"VALDEZ MUNICIPAL AIRPORT, AK US"
0.9991,18.9,METERS,GHCND:USC00509687,61.1312,-146.3822,2021-01-01,2016-01-01,"VALDEZ, AK US"
0.4993,179.8,METERS,GHCND:USC00509690,61.11194,-145.78917,2008-01-01,2007-01-01,"VALDEZ 18 E, AK US"
1,189,METERS,GHCND:USC00509694,67,-146.56667,1963-01-01,1962-01-01,"VENETIE, AK US"
0.6663,46,METERS,GHCND:USC00509699,59.83333,-150.96667,1966-01-01,1958-01-01,"VENTA, AK US"
0.7139,3,METERS,GHCND:USC00509702,55.06667,-133.06667,1946-01-01,1933-01-01,"VIEW COVE, AK US"
0.4734,10.7,METERS,GHCND:USC00509747,60.7986,-148.0872,2020-01-01,2002-01-01,"WALLY NOERENBERG HATCH, AK US"
0.6918,15.2,METERS,GHCND:USC00509759,61.53333,-149.43333,1997-01-01,1946-01-01,"WASILLA 3 S, AK US"
1,107,METERS,GHCND:USC00509763,61.58333,-149.45,1967-01-01,1965-01-01,"WASILLA, AK US"
0.8817,152.4,METERS,GHCND:USC00509765,61.61667,-149.4,1984-01-01,1968-01-01,"WASILLA 2 NE, AK US"
0.8326,131.1,METERS,GHCND:USC00509769,65.46667,-148.66667,1973-01-01,1968-01-01,"WEST FORK, AK US"
0.7431,82.3,METERS,GHCND:USC00509790,61.7066,-149.9977,2009-01-01,1971-01-01,"WHITES CROSSING, AK US"
0.9224,303.3,METERS,GHCND:USC00509793,64.1539,-145.8894,2021-01-01,1996-01-01,"WHITESTONE FARMS, AK US"
0.0735,6.1,METERS,GHCND:USC00509798,64.68333,-163.4,1990-01-01,1923-01-01,"WHITE MOUNTAIN, AK US"
0.6853,18.3,METERS,GHCND:USC00509829,60.77639,-148.68583,2011-01-01,1942-01-01,"WHITTIER, AK US"
0.8326,366.1,METERS,GHCND:USC00509858,67.48333,-151.6,1960-01-01,1955-01-01,"WILD LAKE, AK US"
0.6661,363,METERS,GHCND:USC00509859,67.55,-151.55,1972-01-01,1964-01-01,"WILD LAKE 2, AK US"
0.4805,62.5,METERS,GHCND:USC00509861,61.748,-150.0541,2011-01-01,1960-01-01,"WILLOW WEST, AK US"
0.5451,70.1,METERS,GHCND:USC00509864,61.76667,-150.05,1988-01-01,1978-01-01,"WILLOW HIGHWAY CAMP, AK US"
0.8565,427,METERS,GHCND:USC00509865,61.78333,-145.18333,1977-01-01,1971-01-01,"WILLOW LAKE, AK US"
0.3233,360,METERS,GHCND:USC00509869,67.40822,-150.10958,2020-01-01,1919-01-01,"WISEMAN, AK US"
0.7495,3,METERS,GHCND:USC00509873,57.6,-133.35,1955-01-01,1952-01-01,"WINDHAM, AK US"
0.0869,640.1,METERS,GHCND:USC00509883,63.49028,-150.86972,1971-01-01,1926-01-01,"WONDER LAKE, AK US"
0.6662,151.2,METERS,GHCND:USC00509891,64.76,-147.34,2020-01-01,1997-01-01,"NORTH POLE 1 N, AK US"
0.7138,182.9,METERS,GHCND:USC00509911,61.11667,-145.81667,1981-01-01,1975-01-01,"WORTMAN S, AK US"
0.6591,17.1,METERS,GHCND:USC00509919,56.4732,-132.3874,2011-01-01,1918-01-01,"WRANGELL AIRPORT, AK US"
0.7267,548.6,METERS,GHCND:USR0000AALC,62.8167,-141.4667,2017-01-01,2007-01-01,"ALCAN HIGHWAY MI 1244 ALASKA, AK US"
0.5879,335.3,METERS,GHCND:USR0000AANG,65.02,-146.228,2017-01-01,2001-01-01,"ANGEL CREEK ALASKA, AK US"
0.714,405.1,METERS,GHCND:USR0000AASI,67.475,-162.2664,2019-01-01,2013-01-01,"ASIK ALASKA, AK US"
0.3075,22.9,METERS,GHCND:USR0000ABCA,58.4067,-152.8864,2015-01-01,2003-01-01,"BLACK CAPE ALASKA, AK US"
0.3633,259.1,METERS,GHCND:USR0000ABCK,65.5847,-144.3636,2020-01-01,1999-01-01,"BIRCH CREEK ALASKA, AK US"
0.7991,586.7,METERS,GHCND:USR0000ABEA,66.0594,-142.7694,2000-01-01,1996-01-01,"BEAR MOUNTAIN ALASKA, AK US"
0.1333,563.9,METERS,GHCND:USR0000ABEN,65.2833,-143.0667,2011-01-01,1997-01-01,"BEN CREEK ALASKA, AK US"
0.7267,22.9,METERS,GHCND:USR0000ABER,60.1186,-143.2833,2014-01-01,2004-01-01,"BERING GLACIER ALASKA, AK US"
0.7495,147.2,METERS,GHCND:USR0000ABEV,66.2667,-146.5167,2012-01-01,2005-01-01,"BEAVER WBQ ALASKA, AK US"
0.714,30.5,METERS,GHCND:USR0000ABIL,61.5183,-149.9078,2011-01-01,2005-01-01,"BIG LAKE ALASKA, AK US"
0.6465,45.7,METERS,GHCND:USR0000ABNT,61.9358,-150.9858,2020-01-01,2004-01-01,"BENTALIT ALASKA, AK US"
0.6838,52.1,METERS,GHCND:USR0000ABOO,57.2678,-154.565,2015-01-01,1997-01-01,"BOOTH LAKE ALASKA, AK US"
0.6246,350.5,METERS,GHCND:USR0000ABOX,65.2989,-158.9053,2020-01-01,2013-01-01,"BOX RIVER ALASKA, AK US"
0.9437,190.5,METERS,GHCND:USR0000ABRO,60.4833,-149.7667,2020-01-01,2003-01-01,"BROADVIEW ALASKA, AK US"
0.5995,47.9,METERS,GHCND:USR0000ACAM,61.1586,-149.7967,2020-01-01,2011-01-01,"CAMPBELL CREEK ALASKA, AK US"
0.7303,480.1,METERS,GHCND:USR0000ACCR,65.1892,-147.5003,2019-01-01,1994-01-01,"CARIBOU PEAK ALASKA, AK US"
0.4612,442,METERS,GHCND:USR0000ACHA,65.0167,-148.5833,2020-01-01,1995-01-01,"CHATANIKA ALASKA, AK US"
0.9993,1597.2,METERS,GHCND:USR0000ACHC,62.1242,-141.8453,2020-01-01,2005-01-01,"CHICKEN CREEK ALASKA, AK US"
0.6996,1371.6,METERS,GHCND:USR0000ACHG,60.2233,-153.4664,2019-01-01,2010-01-01,"CHIGMIT MTNS ALASKA, AK US"
0.4997,1011.3,METERS,GHCND:USR0000ACHI,62.1333,-142.0833,2020-01-01,1997-01-01,"CHISANA ALASKA, AK US"
0.3634,137.2,METERS,GHCND:USR0000ACHL,66.5906,-144.3411,2019-01-01,1998-01-01,"CHALKYITSIK ALASKA, AK US"
0.7137,944.9,METERS,GHCND:USR0000ACHM,67.7558,-150.4933,2020-01-01,2014-01-01,"CHIMNEY LAKE ALASKA, AK US"
0.3682,701,METERS,GHCND:USR0000ACHS,62.5653,-144.6647,2020-01-01,2002-01-01,"CHISTOCHINA ALASKA, AK US"
0.9041,177.1,METERS,GHCND:USR0000ACHT,61.5319,-144.4397,2020-01-01,2000-01-01,"CHITNA ALASKA, AK US"
0.5785,871.7,METERS,GHCND:USR0000ACKN,64.06,-141.9294,2020-01-01,2002-01-01,"CHICKEN ALASKA, AK US"
0.9369,265.2,METERS,GHCND:USR0000ACOA,65.3139,-143.1322,2020-01-01,2005-01-01,"COAL CREEK ALASKA, AK US"
0.1499,399.3,METERS,GHCND:USR0000ACOT,65.3458,-155.9361,2019-01-01,2000-01-01,"COTTONWOOD ALASKA, AK US"
0.7495,457.2,METERS,GHCND:USR0000ACOV,58.8025,-155.5628,2020-01-01,2009-01-01,"COVILLE ALASKA, AK US"
0.4611,548.6,METERS,GHCND:USR0000ADEN,63.7322,-148.9055,2020-01-01,2008-01-01,"DENALI VISITOR CENTER ALASKA, AK US"
0.3996,914.4,METERS,GHCND:USR0000ADON,63.9833,-145.65,2020-01-01,2016-01-01,"DONNELLY ALASKA, AK US"
0.8662,868.7,METERS,GHCND:USR0000ADUN,63.2675,-149.5392,2019-01-01,2005-01-01,"DUNKLE HILLS ALASKA, AK US"
0.4797,268.2,METERS,GHCND:USR0000AEAG,64.7761,-141.1619,2020-01-01,1996-01-01,"EAGLE ALASKA, AK US"
0.8566,1136.9,METERS,GHCND:USR0000AEIE,63.4314,-150.3094,2019-01-01,2006-01-01,"EIELSON VISITOR CENTER ALASKA, AK US"
0.3997,128,METERS,GHCND:USR0000AERV,61.2725,-149.3661,2020-01-01,2011-01-01,"EAGLE RIVER ALASKA, AK US"
0.636,138.4,METERS,GHCND:USR0000AFAI,64.8367,-147.615,2019-01-01,1998-01-01,"FAIRBANKS ALASKA, AK US"
0.7889,236.2,METERS,GHCND:USR0000AFAR,63.7233,-154.0767,2017-01-01,1999-01-01,"FAREWELL ALASKA, AK US"
0.3569,451.1,METERS,GHCND:USR0000AFLT,62.8228,-156.6139,2011-01-01,1998-01-01,"FLAT ALASKA, AK US"
0.5997,327.4,METERS,GHCND:USR0000AFPK,58.7058,-153.5181,2019-01-01,2010-01-01,"FOURPEAKED ALASKA, AK US"
0.8328,141.7,METERS,GHCND:USR0000AFYK,66.57,-145.2508,2020-01-01,2009-01-01,"FORT YUKON ALASKA, AK US"
0.8456,1237.5,METERS,GHCND:USR0000AGAT,61.6028,-143.0131,2018-01-01,2006-01-01,"GATES GLACIER ALASKA, AK US"
0.7137,464.8,METERS,GHCND:USR0000AGEO,63.8375,-144.3503,2020-01-01,2000-01-01,"GEORGE CREEK ALASKA, AK US"
0.9986,10.4,METERS,GHCND:USR0000AGLA,58.4564,-135.8697,2020-01-01,2019-01-01,"GLACIER BAY INNER DOCK, AK "
0.7995,463.3,METERS,GHCND:USR0000AGOP,64.2381,-145.2669,2020-01-01,2001-01-01,"GOODPASTURE ALASKA, AK US"
0.5214,259.1,METERS,GHCND:USR0000AGRA,67.0333,-143.2833,2020-01-01,1998-01-01,"GRAPHITE LAKE ALASKA, AK US"
0.7852,156.1,METERS,GHCND:USR0000AGRN,60.7275,-149.287,2018-01-01,2005-01-01,"GRANITE ALASKA, AK US"
0.6996,457.2,METERS,GHCND:USR0000AHAI,55.3503,-132.6983,2019-01-01,2010-01-01,"HAIDA ALASKA, AK US"
0.733,1280.2,METERS,GHCND:USR0000AHAR,60.1489,-149.7986,2019-01-01,2005-01-01,"HARDING ICEFIELD ALASKA, AK US"
0.4997,53.9,METERS,GHCND:USR0000AHAY,65.2017,-161.155,2020-01-01,1991-01-01,"HAYCOCK ALASKA, AK US"
0.1379,853.4,METERS,GHCND:USR0000AHEL,67.7414,-144.1225,2018-01-01,1990-01-01,"HELMUT MOUNTAIN ALASKA, AK US"
0.9991,426.7,METERS,GHCND:USR0000AHLM,55.5297,-131.3661,2020-01-01,2015-01-01,"HELM ALASKA, AK US"
0.4996,327.7,METERS,GHCND:USR0000AHOD,66.7417,-148.6767,2012-01-01,1999-01-01,"HODZANA ALASKA, AK US"
0.1738,208.8,METERS,GHCND:USR0000AHOG,66.2167,-155.6667,2020-01-01,1998-01-01,"HOGATZA RIVER ALASKA, AK US"
0.9467,217.9,METERS,GHCND:USR0000AHOM,59.7458,-151.2083,2020-01-01,2002-01-01,"HOMER ALASKA, AK US"
0.5765,137.2,METERS,GHCND:USR0000AHON,57.8,-135.1333,2020-01-01,1995-01-01,"HOONAH ALASKA, AK US"
0.3075,472.4,METERS,GHCND:USR0000AHOO,65.5858,-163.4081,2015-01-01,2003-01-01,"HOODOO HILL ALASKA, AK US"
0.3998,628.5,METERS,GHCND:USR0000AHOW,68.1561,-156.8958,2018-01-01,2014-01-01,"HOWARD PASS ALASKA, AK US"
0.7138,1087.8,METERS,GHCND:USR0000AIMY,67.5461,-157.0692,2020-01-01,2014-01-01,"IMELYAK ALASKA, AK US"
0.571,434.6,METERS,GHCND:USR0000AJAR,63.9486,-145.6189,2020-01-01,2014-01-01,"JARVIS CREEK ALASKA, AK US"
0.2998,701,METERS,GHCND:USR0000AJAT,62.6,-142.0833,2014-01-01,1995-01-01,"JATAHMUND LAKE ALASKA, AK US"
0.9995,7.6,METERS,GHCND:USR0000AJUN,58.3622,-134.5711,2003-01-01,1998-01-01,"JUNEAU RD ALASKA, AK US"
0.9124,33.5,METERS,GHCND:USR0000AKAI,64.4256,-158.1058,2020-01-01,1998-01-01,"KAIYUH ALASKA, AK US"
0.4824,121.9,METERS,GHCND:USR0000AKAK,56.9739,-133.66,2019-01-01,1991-01-01,"KAKE ALASKA, AK US"
0.4797,251.5,METERS,GHCND:USR0000AKAN,66.0933,-152.17,2019-01-01,1995-01-01,"KANUTI NWR ALASKA, AK US"
0.5197,71.6,METERS,GHCND:USR0000AKAV,67.1386,-159.0436,2018-01-01,1994-01-01,"KAVET CREEK ALASKA, AK US"
0.9558,125.6,METERS,GHCND:USR0000AKEL,67.9333,-162.3,2020-01-01,1998-01-01,"KELLY ALASKA, AK US"
0.5596,121.9,METERS,GHCND:USR0000AKEN,60.5917,-150.3167,2018-01-01,1994-01-01,"KENAI NWR ALASKA, AK US"
0.2757,45.7,METERS,GHCND:USR0000AKIA,66.9767,-160.4375,2020-01-01,1992-01-01,"KIANA ALASKA, AK US"
0.5596,582.2,METERS,GHCND:USR0000AKIL,60.32,-160.2,2020-01-01,1996-01-01,"KILBUCK ALASKA, AK US"
0.7687,944.9,METERS,GHCND:USR0000AKLA,62.1472,-144.9281,2020-01-01,1995-01-01,"KLAWASI ALASKA, AK US"
0.9223,144.8,METERS,GHCND:USR0000AKLK,60.3667,-149.4,2020-01-01,2008-01-01,"KENAI LAKE ALASKA, AK US"
0.4997,914.4,METERS,GHCND:USR0000AKLP,67.9703,-154.9242,2020-01-01,2013-01-01,"KILLIK PASS ALASKA, AK US"
0.2499,30.5,METERS,GHCND:USR0000AKOY,66.0083,-157.57,2014-01-01,1995-01-01,"KOYUKUK NWR ALASKA, AK US"
0.3997,378.3,METERS,GHCND:USR0000ALIB,66.0914,-143.3672,2020-01-01,2006-01-01,"LITTLE BLACK ALASKA, AK US"
0.8176,137.2,METERS,GHCND:USR0000ALIV,65.4236,-148.7217,2020-01-01,1999-01-01,"LIVENGOOD ALASKA, AK US"
0.8142,225.6,METERS,GHCND:USR0000ALMI,63.8933,-152.3106,2020-01-01,1994-01-01,"LAKE MINCHUMINA ALASKA, AK US"
0.6246,213.4,METERS,GHCND:USR0000ALOS,66.0425,-147.9714,2020-01-01,2005-01-01,"LOST CREEK ALASKA, AK US"
0.4998,204.5,METERS,GHCND:USR0000AMAN,64.7,-147.0167,2015-01-01,2010-01-01,"MANCHU ALASKA, AK US"
0.6918,487.7,METERS,GHCND:USR0000AMAY,61.3208,-142.5844,2020-01-01,1995-01-01,"MAY CREEK ALASKA, AK US"
0.3997,256,METERS,GHCND:USR0000AMCK,63.6492,-151.6397,2020-01-01,1996-01-01,"MCKINLEY RIVER ALASKA, AK US"
0.357,53.3,METERS,GHCND:USR0000AMOT,57.1792,-157.278,2018-01-01,2005-01-01,"MOTHER GOOSE ALASKA, AK US"
0.666,246.6,METERS,GHCND:USR0000AMTN,67.1414,-162.9944,2017-01-01,2015-01-01,"MOUNT NOAK ALASKA, AK US"
0.9986,142.6,METERS,GHCND:USR0000ANEW,66.1617,-148.0383,2000-01-01,1999-01-01,"NEW LAKE ALASKA, AK US"
0.8327,39.6,METERS,GHCND:USR0000ANIN,60.0433,-151.6655,2020-01-01,2003-01-01,"NINILCHIK ALASKA, AK US"
0.4088,300.2,METERS,GHCND:USR0000ANOA,68.0708,-158.7042,2017-01-01,1996-01-01,"NOATAK ALASKA, AK US"
0.5829,243.8,METERS,GHCND:USR0000ANOR,66.8333,-154.3333,2020-01-01,2009-01-01,"NORUTAK LAKE ALASKA, AK US"
0.7687,483.7,METERS,GHCND:USR0000AOKL,64.0217,-146.2522,2019-01-01,2007-01-01,"OKLAHOMA ALASKA, AK US"
0.6246,79.2,METERS,GHCND:USR0000APAL,60.1958,-154.32,2020-01-01,1997-01-01,"PORT ALSWORTH ALASKA, AK US"
0.6664,823,METERS,GHCND:USR0000APAM,67.7719,-152.195,2019-01-01,2014-01-01,"PAMICHTUK LAKE ALASKA, AK US"
0.5413,813.8,METERS,GHCND:USR0000APAX,62.9453,-145.5014,2020-01-01,1997-01-01,"PAXSON ALASKA, AK US"
0.2776,285,METERS,GHCND:USR0000APOO,64.105,-155.5583,2016-01-01,1999-01-01,"POORMAN ALASKA, AK US"
0.7773,316.4,METERS,GHCND:USR0000APRE,65.9233,-145.03,2019-01-01,2011-01-01,"PREACHER CREEK ALASKA, AK US"
0.8176,61,METERS,GHCND:USR0000APTM,61.4225,-150.0914,2020-01-01,2010-01-01,"PT. MAC ALASKA, AK US"
0.4824,130.1,METERS,GHCND:USR0000AQTZ,65.4,-164.65,2020-01-01,1992-01-01,"QUARTZ CREEK ALASKA, AK US"
0.6534,451.1,METERS,GHCND:USR0000ARAB,61.0844,-149.7283,2020-01-01,1995-01-01,"RABBIT CREEK ALASKA, AK US"
0.5197,42.7,METERS,GHCND:USR0000AREI,61.7161,-162.665,2018-01-01,1994-01-01,"REINDEER RIVER ALASKA, AK US"
0.555,792.5,METERS,GHCND:USR0000AREN,62.71,-146.6181,2012-01-01,2004-01-01,"RENEE ALASKA, AK US"
0.5922,173.7,METERS,GHCND:USR0000AROU,64.6847,-153.94,2020-01-01,1994-01-01,"ROUND LAKE ALASKA, AK US"
0.1176,1005.8,METERS,GHCND:USR0000ARUT,62.7097,-150.5397,2019-01-01,2003-01-01,"RUTH GLACIER ALASKA, AK US"
0.8744,47.2,METERS,GHCND:USR0000ASAK,60.4967,-151.0142,2020-01-01,2013-01-01,"SOLDOTNA AKKKS ALASKA, AK US"
0.1666,673.6,METERS,GHCND:USR0000ASAL,66.8125,-141.62,2012-01-01,1995-01-01,"SALMON TROUT ALASKA, AK US"
0.4611,149.4,METERS,GHCND:USR0000ASAR,64.8,-147.6167,2020-01-01,2008-01-01,"SMALL ARMS RANGE ALASKA, AK US"
0.6795,32,METERS,GHCND:USR0000ASEL,66.6033,-159.1125,2020-01-01,1996-01-01,"SELAWIK ALASKA, AK US"
0.5905,250.9,METERS,GHCND:USR0000ASEV,65.9383,-149.855,2020-01-01,1999-01-01,"SEVEN MILE ALASKA, AK US"
0.8744,555.7,METERS,GHCND:USR0000ASIS,67.995,-160.3956,2020-01-01,2013-01-01,"SISIAK ALASKA, AK US"
0.4284,1196,METERS,GHCND:USR0000ASIT,61.2583,-149.5283,2011-01-01,2005-01-01,"SITE SUMMIT ALASKA, AK US"
0.7054,179.8,METERS,GHCND:USR0000ASKI,60.4839,-150.4606,2019-01-01,2003-01-01,"SKILAK GUARD STATION ALASKA, AK US"
0.7495,563.9,METERS,GHCND:USR0000ASKT,64.6328,-159.9022,2020-01-01,2013-01-01,"SHAKTOOLIK RIVER ALASKA, AK US"
0.5413,304.8,METERS,GHCND:USR0000ASLC,64.59,-146.14,2020-01-01,1997-01-01,"SALCHA ALASKA, AK US"
0.7991,366.1,METERS,GHCND:USR0000ASLR,67.4597,-159.8405,2020-01-01,2016-01-01,"SALMON RIVER ALASKA, AK US"
0.7495,701,METERS,GHCND:USR0000ASNI,60.6103,-154.32,2020-01-01,2009-01-01,"SNIPE LAKE ALASKA, AK US"
0.687,579.1,METERS,GHCND:USR0000ASTM,63.7478,-150.328,2020-01-01,2005-01-01,"STAMPEDE ALASKA, AK US"
0.4997,381,METERS,GHCND:USR0000ASTO,61.0008,-153.8958,2019-01-01,1994-01-01,"STONEY ALASKA, AK US"
0.6662,80.8,METERS,GHCND:USR0000ASTR,61.6467,-156.4333,2017-01-01,1991-01-01,"STONEY RIVER ALASKA, AK US"
0.8454,470.3,METERS,GHCND:USR0000ASTU,64.7189,-146.5044,2020-01-01,2008-01-01,"STUART CREEK ALASKA, AK US"
0.7032,85.3,METERS,GHCND:USR0000ASWA,60.7278,-150.8722,2020-01-01,1994-01-01,"SWANSON RIVER ALASKA, AK US"
0.555,294.4,METERS,GHCND:USR0000ATAH,67.5503,-163.5672,2020-01-01,2012-01-01,"TAHINICHOK ALASKA, AK US"
0.7495,518.8,METERS,GHCND:USR0000ATAK,63.3253,-143.0017,2020-01-01,2013-01-01,"TOK AKTAS ALASKA, AK US"
0.333,1051.6,METERS,GHCND:USR0000ATAN,60.9081,-142.6978,2020-01-01,2012-01-01,"TANA KNOB ALASKA, AK US"
0.7495,609.6,METERS,GHCND:USR0000ATEB,61.1881,-144.4003,2017-01-01,2006-01-01,"TEBAY ALASKA, AK US"
0.6662,198.1,METERS,GHCND:USR0000ATEL,63.44,-153.3567,2020-01-01,1994-01-01,"TELIDA ALASKA, AK US"
0.4997,548.6,METERS,GHCND:USR0000ATHO,55.75,-132.9833,2020-01-01,2009-01-01,"THORNE BAY ALASKA, AK US"
0.9281,944.9,METERS,GHCND:USR0000ATKL,63.5242,-150.0433,2019-01-01,2006-01-01,"TOKLAT ALASKA, AK US"
0.7889,701,METERS,GHCND:USR0000ATOK,62.9572,-143.3467,2018-01-01,2000-01-01,"TOK RIVER VALLEY ALASKA, AK US"
0.7687,169.5,METERS,GHCND:USR0000ATTA,64.4044,-148.4622,2019-01-01,2007-01-01,"GOLD KING ALASKA, AK US"
0.4164,1113.7,METERS,GHCND:USR0000AUCR,64.5167,-143.2022,2019-01-01,2008-01-01,"UPPER CHARLEY RIVER ALASKA, AK US"
0.6149,88.1,METERS,GHCND:USR0000AUMI,69.37,-152.1361,2020-01-01,2008-01-01,"UMIAT AIRFIELD ALASKA, AK US"
0.3075,160,METERS,GHCND:USR0000AVUN,66.7981,-146.7158,2020-01-01,1995-01-01,"VUNZIK LAKE ALASKA, AK US"
0.2412,320,METERS,GHCND:USR0000AWEI,64.315,-151.0833,2020-01-01,1992-01-01,"WEIN LAKE ALASKA, AK US"
0.4664,524.3,METERS,GHCND:USR0000AWIG,63.8122,-150.05,2019-01-01,2005-01-01,"WIGAND ALASKA, AK US"
0.7722,646.2,METERS,GHCND:USR0000AWON,63.4903,-150.8714,2020-01-01,1999-01-01,"WONDER LAKE ALASKA, AK US"
0.4997,29.3,METERS,GHCND:USR0000AYAN,56.9144,-157.0333,2019-01-01,2012-01-01,"YANTARNI BAY ALASKA, AK US"
0.3546,335.3,METERS,GHCND:USR0000AZAR,56.3,-132.8486,2020-01-01,1990-01-01,"ZAREMBO ALASKA, AK US"
0.8089,259.1,METERS,GHCND:USS0033J01S,58.19,-133.83,2020-01-01,2000-01-01,"LONG LAKE, AK US"
0.9993,685.8,METERS,GHCND:USS0035K02S,59.59,-135.21,2020-01-01,2005-01-01,"MOORE CREEK BRIDGE, AK US"
0.9991,320,METERS,GHCND:USS0041P07S,64.79,-141.23,2020-01-01,2012-01-01,"AMERICAN CREEK, AK US"
0.9992,490.7,METERS,GHCND:USS0042M01S,61.35,-142.71,2020-01-01,2008-01-01,"MAY CREEK, AK US"
0.9993,1011.9,METERS,GHCND:USS0042N01S,62.07,-142.05,2020-01-01,2009-01-01,"CHISANA, AK US"
0.7495,868.7,METERS,GHCND:USS0044Q07S,65.1,-144.93,2019-01-01,1988-01-01,"UPPER CHENA, AK US"
0.9993,428.2,METERS,GHCND:USS0045L01S,60.55,-145.75,2020-01-01,2006-01-01,"MOUNT EYAK, AK US"
0.9992,533.4,METERS,GHCND:USS0045M07S,61.19,-145.65,2020-01-01,2004-01-01,"UPPER TSAINA RIVER, AK US"
0.8326,914.4,METERS,GHCND:USS0045O01S,63.2,-145.63,2020-01-01,2015-01-01,"FIELDING LAKE, AK US"
0.9084,378,METERS,GHCND:USS0045O04S,63.94,-145.4,2020-01-01,1988-01-01,"GRANITE CRK, AK US"
0.8566,373.4,METERS,GHCND:USS0045O10S,63.93,-145.33,2015-01-01,1988-01-01,"RHOADS CREEK, AK US"
0.8712,499.9,METERS,GHCND:USS0045P03S,64.95,-145.52,2020-01-01,1982-01-01,"TEUCHET CREEK, AK US"
0.8456,563.9,METERS,GHCND:USS0045Q02S,65.08,-145.87,2020-01-01,1982-01-01,"MONUMENT CREEK, AK US"
0.8176,1112.5,METERS,GHCND:USS0045Q05S,65.49,-145.41,2020-01-01,1999-01-01,"EAGLE SUMMIT, AK US"
0.9253,131.1,METERS,GHCND:USS0045R01S,66.57,-145.25,2020-01-01,1994-01-01,"FORT YUKON, AK US"
0.8454,167.6,METERS,GHCND:USS0046M04S,61.08,-146.3,2020-01-01,2008-01-01,"SUGARLOAF MOUNTAIN, AK US"
0.9452,944.9,METERS,GHCND:USS0046P01S,64.85,-146.21,2020-01-01,1984-01-01,"MUNSON RIDGE, AK US"
0.8643,853.4,METERS,GHCND:USS0046Q01S,65.25,-146.15,2019-01-01,1983-01-01,"MOUNT RYAN, AK US"
0.8372,609.6,METERS,GHCND:USS0046Q02S,65.12,-146.73,2020-01-01,1984-01-01,"LITTLE CHENA RIDGE, AK US"
0.9279,768.1,METERS,GHCND:USS0046Q07S,65.37,-146.59,2020-01-01,2007-01-01,"UPPER NOME CREEK, AK US"
0.7348,826,METERS,GHCND:USS0047O01S,63.31,-147.65,2020-01-01,1987-01-01,"MONAHAN FLAT, AK US"
0.8566,137.2,METERS,GHCND:USS0047P03S,64.85,-147.8,2019-01-01,1985-01-01,"FAIRBANKS F.O., AK US"
0.9327,15.2,METERS,GHCND:USS0048L06S,60.8,-148.09,2020-01-01,2006-01-01,"ESTHER ISLAND, AK US"
0.9992,640.1,METERS,GHCND:USS0048M04S,61.38,-149,2020-01-01,2003-01-01,"MORAINE, AK US"
