id,Class,Order,Family,Genus,Species,Common Name,Region,Decimal Latitude,Decimal Longitude,Are coordinates for specific location?,system,biome,realm,Native,Alien,Invasive,Units,Sampling method,Data transformed,year,pop,DP01,DP10,DP1X,EMXP,PRCP,Station_ID,stdscale,mmscale,yeardiff,stddiff,mmdiff,lastpop
3457,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.955,-94.78639,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1993,35.0,117.0,62.0,6.0,65.3,633.9,GHCND:USC00211374,-2.098994742371738,0.0,1.0,-1.5647349229335217,-0.46896551724137936,0.46896551724137936
3457,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.955,-94.78639,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1994,43.5,121.0,65.0,5.0,54.4,791.1,GHCND:USC00211374,-0.5342598194382165,0.46896551724137936,1.0,1.5647349229335217,0.46896551724137936,0.0
3458,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.31667,-92.5475,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1987,12.5,126.875,63.875,4.75,59.075,724.3874999999998,GHCND:USC00212645,-0.037098154301442414,0.45652173913043476,1.0,1.5581224806605816,0.45652173913043476,0.0
3458,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.31667,-92.5475,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1988,12.0,137.0,62.0,4.0,49.3,700.1,GHCND:USC00212645,-0.11129446290432725,0.43478260869565216,1.0,-0.07419630860288484,-0.021739130434782594,0.45652173913043476
3458,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.31667,-92.5475,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1989,25.0,137.0,58.0,6.0,38.1,686.1,GHCND:USC00212645,1.8178095607706783,1.0,1.0,1.9291040236750057,0.5652173913043479,0.43478260869565216
3458,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.31667,-92.5475,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1990,21.0,116.0,66.0,3.0,47.8,694.7,GHCND:USC00212645,1.2242390919475998,0.826086956521739,1.0,-0.5935704688230785,-0.17391304347826098,1.0
3458,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.31667,-92.5475,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1991,14.5,124.0,67.0,4.0,69.9,801.8,GHCND:USC00212645,0.25968708011009695,0.5434782608695652,1.0,-0.9645520118375028,-0.28260869565217384,0.826086956521739
3458,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.31667,-92.5475,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1992,13.5,129.0,55.0,5.0,50.3,621.6,GHCND:USC00212645,0.11129446290432725,0.49999999999999994,1.0,-0.14839261720576968,-0.043478260869565244,0.5434782608695652
3458,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.31667,-92.5475,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1993,5.0,140.0,73.0,3.0,109.2,767.0,GHCND:USC00212645,-1.1500427833447149,0.13043478260869565,1.0,-1.2613372462490422,-0.3695652173913043,0.49999999999999994
3458,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.31667,-92.5475,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1994,6.0,111.0,63.0,7.0,50.8,781.5,GHCND:USC00212645,-1.0016501661389452,0.17391304347826086,1.0,0.14839261720576968,0.043478260869565216,0.13043478260869565
3458,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.31667,-92.5475,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1995,16.0,121.0,67.0,6.0,57.2,742.3,GHCND:USC00212645,0.4822760059187514,0.6086956521739131,1.0,1.4839261720576966,0.4347826086956522,0.17391304347826086
3459,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,45.33611,-94.40472,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1987,39.06,83.0,41.0,2.0,33.8,419.2,GHCND:USC00211691,0.790089367792616,0.6874000000000002,1.0,-1.1980574351545048,-0.31259999999999977,1.0
3459,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,45.33611,-94.40472,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1988,32.812,75.0,40.0,2.0,47.0,478.7,GHCND:USC00211691,-0.1677433711511274,0.43747999999999987,1.0,-0.9578327389437433,-0.24992000000000036,0.6874000000000002
3459,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,45.33611,-94.40472,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1989,21.875,103.0,52.0,3.0,32.8,578.4,GHCND:USC00211691,-1.844410571187573,0.0,1.0,-1.6766672000364455,-0.43747999999999987,0.43747999999999987
3459,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,45.33611,-94.40472,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1990,34.375,98.0,59.0,3.0,43.9,727.2,GHCND:USC00211691,0.07186811587977403,0.5,1.0,1.916278687067347,0.5,0.0
3459,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,45.33611,-94.40472,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1991,37.0,113.0,62.0,8.0,78.7,896.1,GHCND:USC00211691,0.47428664016391686,0.605,1.0,0.4024185242841428,0.10499999999999998,0.5
3459,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,45.33611,-94.40472,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1992,38.0,104.0,49.0,5.0,37.8,591.5,GHCND:USC00211691,0.6275889351293046,0.645,1.0,0.15330229496538772,0.040000000000000036,0.605
3459,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,45.33611,-94.40472,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1993,28.125,111.0,64.0,7.0,51.8,894.9,GHCND:USC00211691,-0.8862712276538994,0.25,1.0,-1.513860162783204,-0.395,0.645
3459,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,45.33611,-94.40472,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1994,31.25,115.0,65.0,7.0,35.6,762.7,GHCND:USC00211691,-0.4072015558870627,0.375,1.0,0.47906967176683674,0.125,0.25
3459,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,45.33611,-94.40472,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1995,29.69,111.0,64.0,6.0,88.6,790.2,GHCND:USC00211691,-0.6463531360330673,0.3126,1.0,-0.23915158014600463,-0.06240000000000001,0.375
3460,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.73167,-93.62833,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1990,48.43,101.0,57.0,4.0,45.5,585.9,GHCND:USC00215175,0.938543191111126,0.8748166911078522,1.0,1.6748253166174503,0.5413944807359018,0.3334222103719504
3460,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.73167,-93.62833,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1991,53.125,125.0,64.5,4.0,40.45000000000001,658.0249999999997,GHCND:USC00215175,1.3258027262758112,0.9999999999999999,1.0,0.38725953516468514,0.12518330889214768,0.8748166911078522
3460,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.73167,-93.62833,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1992,31.25,123.0,55.0,2.0,45.2,574.3,GHCND:USC00215175,-0.47852151903355744,0.4167444340754566,1.0,-1.8043242453093686,-0.5832555659245433,0.9999999999999999
3460,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.73167,-93.62833,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1993,15.62,134.0,70.0,5.0,33.8,695.9,GHCND:USC00215175,-1.7677369683677489,0.0,1.0,-1.2892154493341914,-0.4167444340754566,0.4167444340754566
3460,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.73167,-93.62833,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1994,37.5,142.0,76.0,5.0,37.3,776.0,GHCND:USC00215175,0.03699969391197644,0.5833888814824689,1.0,1.8047366622797254,0.5833888814824689,0.0
3460,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.73167,-93.62833,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1995,45.31,125.0,64.5,4.0,40.45000000000001,658.0249999999997,GHCND:USC00215175,0.6811950016087157,0.7916277829622717,1.0,0.6441953076967393,0.20823890147980273,0.5833888814824689
3461,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.71667,-96.55,True,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1987,53.125,87.0,42.0,4.0,56.6,494.1,GHCND:USC00211891,1.4803377404497466,1.0,1.0,1.4637408706312824,0.5,0.5
3461,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.71667,-96.55,True,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1988,46.875,88.0,42.0,1.0,36.6,362.8,GHCND:USC00211891,0.504510493362225,0.6666666666666665,1.0,-0.9758272470875217,-0.3333333333333335,1.0
3461,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.71667,-96.55,True,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1989,45.312,87.0,45.0,4.0,52.3,462.3,GHCND:USC00211891,0.2604756154105772,0.5833066666666666,1.0,-0.2440348779516478,-0.08335999999999988,0.6666666666666665
3461,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.71667,-96.55,True,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1990,44.75,83.0,32.0,2.0,59.2,418.3,GHCND:USC00211891,0.17272922935246762,0.5533333333333332,1.0,-0.08774638605810955,-0.029973333333333407,0.5833066666666666
3461,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.71667,-96.55,True,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1991,34.375,90.0,48.0,6.0,38.6,580.3,GHCND:USC00211891,-1.4471440008128182,0.0,1.0,-1.6198732301652858,-0.5533333333333332,0.5533333333333332
3461,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.71667,-96.55,True,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1992,34.375,94.0,42.0,3.0,40.4,496.0,GHCND:USC00211891,-1.4471440008128182,0.0,1.0,0.0,0.0,0.0
3461,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.71667,-96.55,True,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1993,37.0,91.0,39.0,2.0,49.8,432.0,GHCND:USC00211891,-1.0372965570360593,0.1399999999999999,1.0,0.40984744377675897,0.1399999999999999,0.0
3461,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.71667,-96.55,True,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1994,43.75,94.0,50.0,6.0,102.6,687.3,GHCND:USC00211891,0.01659686981846416,0.5,1.0,1.0538934268545235,0.3600000000000001,0.1399999999999999
3461,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,47.71667,-96.55,True,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1995,53.125,102.0,46.0,6.0,50.8,586.7,GHCND:USC00211891,1.4803377404497466,1.0,1.0,1.4637408706312824,0.5,0.5
3462,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,43.77278,-91.80944,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1987,29.69,103.0,61.0,2.0,61.2,743.6,GHCND:USC00214563,-0.5003261309574228,0.37883449883449893,1.0,0.4154841361183861,0.11543123543123557,0.26340326340326337
3462,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,43.77278,-91.80944,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1988,54.68,104.11428571428571,64.14285714285714,6.885714285714286,57.02571428571431,873.0971428571426,GHCND:USC00214563,1.1770484347289203,0.844848484848485,1.0,1.677374565686343,0.466013986013986,0.37883449883449893
3462,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,43.77278,-91.80944,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1989,29.69,93.0,52.0,3.0,59.2,629.1,GHCND:USC00214563,-0.5003261309574228,0.37883449883449893,1.0,-1.677374565686343,-0.466013986013986,0.844848484848485
3462,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,43.77278,-91.80944,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1990,49.0,105.0,69.0,14.0,79.2,1144.6,GHCND:USC00214563,0.7957964326041332,0.738927738927739,1.0,1.296122563561556,0.36009324009324006,0.37883449883449893
3462,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,43.77278,-91.80944,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1991,34.375,110.0,70.0,7.0,63.8,1043.3,GHCND:USC00214563,-0.1858603510358336,0.4662004662004663,1.0,-0.9816567836399668,-0.2727272727272727,0.738927738927739
3462,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,43.77278,-91.80944,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1992,42.19,100.0,59.0,12.0,59.9,907.6,GHCND:USC00214563,0.3386967610425485,0.6119347319347319,1.0,0.5245571120783821,0.14573426573426562,0.4662004662004663
3462,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,43.77278,-91.80944,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1993,63.0,116.0,75.0,8.0,42.7,970.8,GHCND:USC00214563,1.7355020716441014,1.0,1.0,1.396805310601553,0.3880652680652681,0.6119347319347319
3462,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,43.77278,-91.80944,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1994,9.375,104.0,61.0,7.0,50.8,835.3,GHCND:USC00214563,-1.8639061350357768,0.0,1.0,-3.599408206679878,-1.0,1.0
3462,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,43.77278,-91.80944,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1995,35.94,105.0,58.0,2.0,26.9,650.4,GHCND:USC00214563,-0.08081468495743731,0.4953846153846154,1.0,1.7830914500783395,0.4953846153846154,0.0
3463,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,44.44694000000001,-95.29611,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1987,44.5,48.0,44.0,7.0,46.5,583.6,GHCND:USC00218520,-0.05270310560008026,0.7094594594594593,1.0,-0.9853189307841077,-0.29054054054054057,0.9999999999999999
3463,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,44.44694000000001,-95.29611,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1988,23.5,61.75,52.75,8.75,67.0,758.05,GHCND:USC00218520,-2.4587144482124357,0.0,1.0,-2.4060113426123553,-0.7094594594594593,0.7094594594594593
3463,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,44.44694000000001,-95.29611,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1989,46.8,57.0,45.0,5.0,62.7,563.0,GHCND:USC00218520,0.21081242240032025,0.787162162162162,1.0,2.669526870612756,0.787162162162162,0.0
3463,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,44.44694000000001,-95.29611,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1990,38.0,59.0,53.0,8.0,86.4,763.1,GHCND:USC00218520,-0.7974209021229522,0.4898648648648648,1.0,-1.0082333245232724,-0.29729729729729715,0.787162162162162
3463,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,44.44694000000001,-95.29611,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1991,53.1,83.0,69.0,15.0,72.4,1122.5,GHCND:USC00218520,0.9326158251840274,0.9999999999999999,1.0,1.7300367273069797,0.5101351351351351,0.4898648648648648
3463,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,44.44694000000001,-95.29611,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1992,43.0,61.75,52.75,8.75,67.0,758.05,GHCND:USC00218520,-0.22456105864381995,0.6587837837837837,1.0,-1.1571768838278473,-0.34121621621621623,0.9999999999999999
3463,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,44.44694000000001,-95.29611,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1993,51.5,61.75,52.75,8.75,67.0,758.05,GHCND:USC00218520,0.7493006752707049,0.9459459459459459,1.0,0.9738617339145248,0.2871621621621623,0.6587837837837837
3463,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,44.44694000000001,-95.29611,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1994,53.1,61.75,52.75,8.75,67.0,758.05,GHCND:USC00218520,0.9326158251840274,0.9999999999999999,1.0,0.18331514991332254,0.054054054054053946,0.9459459459459459
3463,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,44.44694000000001,-95.29611,False,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1995,43.0,61.75,52.75,8.75,67.0,758.05,GHCND:USC00218520,-0.22456105864381995,0.6587837837837837,1.0,-1.1571768838278473,-0.34121621621621623,0.9999999999999999
3464,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,46.11639,-93.14583,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1987,18.0,90.0,40.0,4.0,50.8,456.8,GHCND:USC00215615,-1.6877757055349243,0.0,1.0,-1.1913616223712993,-0.3871895424836602,0.3871895424836602
3464,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,46.11639,-93.14583,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1988,53.125,82.0,41.0,4.0,43.2,542.4,GHCND:USC00215615,1.1377865487386667,0.9183006535947712,1.0,2.825562254273591,0.9183006535947712,0.0
3464,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,46.11639,-93.14583,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1989,35.94,86.0,48.0,3.0,52.6,539.7,GHCND:USC00215615,-0.24462732570095377,0.46901960784313723,1.0,-1.3824138744396204,-0.44928104575163397,0.9183006535947712
3464,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,46.11639,-93.14583,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1990,53.0,96.0,58.0,6.0,60.2,836.5,GHCND:USC00215615,1.1277311670508603,0.9150326797385621,1.0,1.372358492751814,0.44601307189542483,0.46901960784313723
3464,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,46.11639,-93.14583,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1991,43.0,107.0,70.0,11.0,46.7,924.7,GHCND:USC00215615,0.3233006320263504,0.6535947712418301,1.0,-0.8044305350245099,-0.261437908496732,0.9150326797385621
3464,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,46.11639,-93.14583,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1992,43.0,99.0,57.222222222222214,6.0,58.13333333333335,732.6666666666667,GHCND:USC00215615,0.3233006320263504,0.6535947712418301,1.0,0.0,0.0,0.6535947712418301
3464,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,North America,46.11639,-93.14583,False,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,1993,32.81,113.0,67.0,4.0,42.4,628.4,GHCND:USC00215615,-0.496414083163625,0.3871895424836602,1.0,-0.8197147151899754,-0.26640522875816985,0.6535947712418301
